"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
19,6.3,4.16,600,8.7,227.34,46.07,124.68,0.43,0.1,0.01,2.05,3.86,10,0.12,3.17,26.08,5.7,1.67,7,390,0.1,0.99,1.62,0.0025,0.117,5e-04,0.05,0.05,0.295,0.224,5e-04,0.1,120,48.6,0.02,46000,46000,23,18.49,79.38,390,3.86,,2020-10-07,"2020","10","RS-02"
18,6.3,5.74,552,4.6,202.95,38.36,123.11,0.43,0.1,0.01,2.98,4.56,10,0.15,3.68,35.71,8.58,1.6,7,361,0.1,1.92,0.165,0.0025,0.174,5e-04,0.05,0.05,0.299,0.113,5e-04,0.1,113,44.8,0.02,11000,11000,23,31.28,90.55,361,4.56,,2020-10-08,"2020","10","RS-03"
21,6.8,1.47,1140,8.3,442.3,71.28,214.36,0.68,0.1,0.01,17.44,20.77,99.53,1.62,17.82,67.48,8.56,3.71,14,666,0.1,3.56,1.02,5200,0.137,1000,0.05,0.05,0.207,0.224,5e-04,0.1,203,99.3,0.02,4.6e+07,1.5e+07,22,33.77,125.24,680,20.77,,2020-10-08,"2020","10","RS-04"
20,7,5.86,1079,8.1,438.18,65.06,203.34,0.64,0.1,0.01,18.84,23.93,99.77,0.75,23.4,73.9,7.88,3.18,13,633,0.1,1.82,1.16,4500,0.112,1230,0.05,0.05,0.334,0.22,5e-04,0.1,205,93.8,0.02,4600000,4600000,22,30.34,111.33,646,23.93,,2020-10-08,"2020","10","RS-05"
19,7.5,7.32,1112,5,363.94,74.77,214.16,0.7,9.76,1.412,13.34,15.68,93.56,0.1,19.5,55.1,7.87,2.75,9,667,0.1,0.1,0.815,5700,0.15,1210,0.05,0.05,0.257,0.124,5e-04,0.1,179,95.3,0.02,2.1e+07,9300000,18,14.59,118.38,676,26.85,,2020-10-06,"2020","10","RS-06"
21,7.4,7.27,845,9.45,264.97,52.71,148.48,0.89,2.26,0.845,10.65,14.34,94.44,0.33,18.39,60.52,6.53,3.4,16,518,0.1,0.1,1.32,101,950,123.6,0.05,0.05,0.315,0.135,5e-04,0.1,183,75.8,0.02,4.6e+07,4.6e+07,32,10.92,115.64,534,17.45,,2020-10-06,"2020","10","RS-07"
23,7.4,6.81,955,6,300.02,68.03,170.11,0.77,3.56,1.077,12.52,14.75,92.44,0.1,18.06,51.66,6.54,2.32,14,570,0.1,0.1,1.25,7700,0.132,139.1,0.05,0.05,0.365,0.12,5e-04,0.1,187,84.1,0.02,240000,240000,32,17.39,103.88,584,19.39,,2020-10-06,"2020","10","RS-08"
26,6.7,6.65,780,1.85,183.68,36.32,123.9,0.75,3.52,0.294,2.87,3.8,62.19,0.12,1.3,23.31,5.14,1.55,7,332,0.1,0.1,1.105,9100,920,1160,0.05,0.05,840,850,5e-04,0.1,8200,47.9,0.02,1100,1100,28,9.75,78.2,332,7.61,,2020-10-15,"2020","10","RS-09"
33,8.2,6.68,686,9.4,177.53,34.18,112.1,0.87,0.1,0.01,0.5,1.46,57.79,0.1,3.38,28.27,5.14,1.02,9,327,0.1,0.1,0.585,131,0.106,77000,0.05,0.05,640,0.05,5e-04,0.1,7500,48.2,0.02,3,3,38,2,79.58,336,1.46,,2020-10-15,"2020","10","RS-RS-010"
21,7,0,1441,85,536.64,91.53,208.85,0.93,0.16,0.01,29.96,37.57,119.44,8.96,178.31,335.78,25.54,4.74,65,844,0.1,16.73,2.105,3700,0.168,1310,0.05,0.05,0.365,0.218,5e-04,0.1,283,125,550,1.5e+07,9300000,18,38.06,142.69,909,37.73,,2020-10-07,"2020","10","AA-0RS-01"
24,7.1,1.3,1445,40,529.42,91.39,264.9,0.87,0.1,0.01,26.16,29.9,124.41,1.74,72.84,185.47,17.29,3.34,75,829,1,1.7,3.39,9200,0.134,1900,0.144,0.05,0.722,0.218,1810,0.1,261,131.4,0.14,4600000,4600000,25,40.87,152.68,904,29.9,,2020-10-08,"2020","10","AA-0RS-02"
21,6.5,0.7,513,13,210.12,26.01,123.9,0.39,0.1,0.01,4.68,6.03,24.78,0.48,18.48,34.44,5.14,1.9,21,307,0.1,0.3,1.375,0.0025,0.152,72000,0.05,0.05,0.738,0.285,5e-04,0.1,171,36.9,0.02,750000,750000,23,21.06,86.04,328,6.03,,2020-10-07,"2020","10","RZ-0RS-01"
21,7.9,5.55,962,36,347.1,60.09,161.31,1.25,0.23,0.01,0.94,2.06,104.05,0.13,3.09,36.7,5.14,0.56,34,623,0.1,0.15,1.785,180,0.192,1770,0.05,0.05,4.291,0.05,5e-04,0.1,119,84.2,0.02,24000,9300,27,15.3,131.4,657,2.29,,2020-11-10,"2020","11","RS-01"
18,6.8,5.57,980,2,352.14,72.91,200.46,0.86,0.1,0.01,1.64,2.59,93.73,0.26,2.7,25.3,5.14,1.38,7,608,0.1,0.1,0.556,9900,0.165,1470,0.05,0.05,540,0.152,5e-04,0.1,9000,94.8,0.02,24000,24000,29,19.66,121.15,608,2.59,,2020-11-10,"2020","11","RS-02"
16,6.5,6.01,997,1.6,336,84.98,193.57,0.7,0.1,0.01,1.53,3.12,82.99,0.22,1.65,33.95,10.71,1.83,7,619,0.1,2.17,0.55,3800,0.177,1370,0.05,0.05,990,0.125,5e-04,0.1,8700,100.7,0.02,4600,2400,23,42.84,135.93,619,3.12,,2020-11-17,"2020","11","RS-03"
20,7.2,4.5,1450,4.8,540.82,98.68,261.44,1.63,0.1,0.01,21.46,25.75,118.96,1.74,11.31,74.29,6.6,4.21,7,822,0.1,10.17,0.625,4500,345,1600,0.05,0.05,990,0.172,5e-04,0.1,129,129.4,320,1.1e+07,1.1e+07,22,51.47,116.23,822,25.75,,2020-11-17,"2020","11","RS-04"
19,7.1,4.15,1418,3.75,516.1,99.84,240.78,0.9,0.1,0.01,22.17,25.11,113.54,0.49,8.83,49.69,10,4.83,8,824,0.1,1.3,0.645,6400,705,1650,0.05,0.05,0.126,0.229,5e-04,0.1,127,125.8,230,150000,150000,20,41.98,134.75,832,25.11,,2020-11-17,"2020","11","RS-05"
18,7.8,6.89,1395,3.1,469.69,99.33,257.51,0.95,6.5,1.512,14.46,18.4,110.17,0.35,10.44,53.14,5.14,3.7,12,850,0.1,0.1,1.66,0.0025,0.168,1100,0.05,0.05,0.196,0.127,5e-04,0.1,146,133.8,0.02,1100000,1100000,22,34.37,135.93,862,26.41,,2020-11-18,"2020","11","RS-06"
21,7.2,4.29,1167,11,379.89,80.62,184.52,1.88,0.13,450,19.99,28.16,112.58,1.47,33.24,101.84,6.28,2.91,19,668,0.4,0.59,1.585,0.0025,0.123,116.3,0.05,0.05,0.229,0.109,5e-04,0.1,127,103.8,360,1100000,1100000,32,31.46,108.15,687,28.34,,2020-11-18,"2020","11","RS-07"
24,7.5,6.46,1212,6.8,379.38,95.48,183.93,1.68,0.34,0.177,20.23,24.75,120.35,0.5,15.33,54.61,5.14,3.7,15,702,0.1,0.31,1.56,0.0025,0.121,219.9,0.05,0.05,0.253,780,5e-04,0.1,131,114.3,460,4600000,4600000,32,29.07,108.55,717,25.27,,2020-11-18,"2020","11","RS-08"
27,7.7,6.25,511,1.55,163.15,32.69,116.85,0.98,1.45,0.01,0.5,0.71,69.81,0.16,2.44,18,6.2,1.12,9,323,0.1,0.1,1.63,0.0025,0.144,1520,0.05,0.05,690,820,5e-04,0.1,6200,44.6,0.02,9,9,30,7.61,74.86,332,2.16,,2020-11-23,"2020","11","RS-RS-010"
21,7,0.01,1499,45,572.1,94.69,181.18,1.4,0.35,0.01,34.57,43.45,136.75,4.9,176,313.7,26.42,6.02,55,912,0.1,21.2,0.905,268,0.123,2090,0.05,0.05,2.927,0.256,5e-04,0.122,163,129.9,0.202,4.6e+07,4.6e+07,20,64.12,137.9,967,43.8,,2020-11-10,"2020","11","AA-0RS-01"
24,7.2,1.17,1867,23,544.86,106.81,279.34,2.4,0.1,0.01,26.58,34.4,319.41,1.57,54.96,145.63,17.57,2.89,66,1151,1.3,1.38,0.755,127,760,3110,820,0.05,0.64,0.172,5e-04,0.1,262,187.4,0.827,2.4e+07,2.4e+07,29,26.5,133.37,1217,34.4,,2020-11-17,"2020","11","AA-0RS-02"
22,6.8,0.7,834,20,333.98,45.97,150.49,0.69,0.1,0.01,5.06,9.53,66.36,0.68,19.86,78.86,8.41,1.53,37,513,0.2,1.02,0.73,9200,0.107,1580,0.05,0.05,0.976,0.298,5e-04,0.1,8800,81.4,0.02,210000,210000,26,35.74,103.23,550,9.53,,2020-11-10,"2020","11","RZ-0RS-01"
20,8,4.61,942,21,348.1,61.25,215.6,1.17,0.1,0.01,1.01,2.73,90.3,0.31,4.54,37.7,8.06,0.79,33,603,0.1,0.56,3.69,181,0.244,75000,0.05,0.05,1.529,870,5e-04,0.1,130,92.7,0.02,460000,460000,24,6.93,122.93,636,2.73,,2020-12-01,"2020","12","RS-01"
16,7.3,3.8,1022,1,366.77,73.98,217.57,0.96,0.1,0.01,0.89,2.14,91.74,0.26,3.04,36.21,10.29,1.12,7,656,0.1,0.78,0.785,125,0.229,69000,0.05,0.05,0.105,0.127,5e-04,0.1,9900,103.5,330,24000,24000,25,18.81,126.47,656,2.14,,2020-12-01,"2020","12","RS-02"
14,7.2,4.3,1210,1.9,380,107.77,220.39,0.95,0.1,0.01,0.89,2.31,120.31,0.23,2.4,44.77,7.29,1.95,7,769,0.1,4.29,0.596,7600,0.199,5e-04,0.05,0.05,730,0.138,5e-04,0.1,8400,133.5,0.02,11000,4600,18,18.48,130.22,769,2.31,,2020-12-16,"2020","12","RS-03"
18,7.8,1.5,1546,50,595,110.34,272.34,1.54,0.14,0.01,25.41,27.9,116.98,3,19.5,103.32,6.07,5.51,13,894,0.1,21.58,0.555,115,0.133,69000,0.05,0.05,0.142,0.164,5e-04,0.1,125,144.1,340,4600000,4600000,18,26.4,143.81,907,28.04,,2020-12-16,"2020","12","RS-04"
17,7.9,1.3,1517,19,555.5,109.31,267.62,1.51,0.1,0.01,26.12,29.03,116.69,1.94,14.22,84.62,5.14,7.43,15,886,0.1,5.51,0.94,132,0.12,2950,0.05,0.05,0.174,0.244,5e-04,0.1,130,141.1,270,4600000,4600000,17,16.63,147.36,901,29.03,,2020-12-16,"2020","12","RS-05"
17,7.8,7.04,1519,4,514,108.56,264.47,0.95,7.99,1.325,21.31,25.82,115.21,0.45,18.12,67.46,13.89,6.14,7,887,0.1,0.45,0.745,7600,0.145,99000,0.05,0.05,0.182,0.286,5e-04,0.1,151,137.5,360,4600000,2400000,18,16.1,143.61,887,35.14,,2020-12-07,"2020","12","RS-06"
18,7.5,7.16,1137,23,364.5,78.99,168.84,1.84,1.19,0.343,19.83,24.34,0.41,0.57,19.56,66.46,12.3,3.52,102,591,0.5,0.41,2.245,167,0.106,135,0.05,0.05,1.002,0.136,5e-04,0.1,143,102.4,470,1.1e+07,4600000,20,11.88,105.39,693,25.87,,2020-12-07,"2020","12","RS-07"
20,7.4,6.72,1332,65,415,107.72,201.31,1.39,0.22,0.137,26.06,28.31,111.97,0.43,16.83,67.95,6.07,2.67,60,797,0.8,0.4,8.32,136,0.139,111.8,0.05,0.05,3.82,0.214,5e-04,0.1,205,125.6,740,460000,240000,21,17.6,121.55,857,28.67,,2020-12-07,"2020","12","RS-08"
26,7.2,5.33,505,1,162.41,33.74,110.2,0.97,1.79,0.01,0.5,0.77,54.44,0.1,2.01,19.19,5.14,1.18,7,332,0.1,0.1,0.565,149,710,5e-04,0.05,0.05,520,0.05,5e-04,0.1,4100,45.3,0.02,93,93,29,8.71,80.77,332,2.56,,2020-12-14,"2020","12","RS-RS-010"
20,7.2,0.77,1595,55,575.63,106.67,263.21,1.56,0.29,0.01,37.34,43.87,118.83,14.3,179,377.11,22.59,5.67,107.96,896.31,0.3,32.56,2.465,105,0.195,1350,0.05,0.05,0.801,0.192,5e-04,0.122,245,141.6,0.176,4.6e+07,4.6e+07,18,42.92,135.73,1004,44.16,,2020-12-01,"2020","12","AA-0RS-01"
22,7.8,1.1,1470,55,542,108.94,277.85,1.94,0.1,0.01,18.1,24.34,117.27,1.67,71.28,172.16,6.19,3.33,74.36,892.64,1,2.05,1.57,214,0.126,1010,0.05,0.05,0.576,0.155,5e-04,0.1,152,141.7,680,4.6e+07,4.6e+07,23,22.62,126.08,967,24.34,,2020-12-16,"2020","12","AA-0RS-02"
20,7.4,3.8,861,12,352.65,56.01,185.51,0.77,0.1,0.01,4.75,6.47,75.48,1.7,19.62,64.28,5.14,1.7,27,541,0.1,2.54,1.8,125,0.222,78000,0.05,0.05,0.691,0.178,5e-04,0.1,103,92.1,0.02,4600000,4600000,25,23.94,120.76,568,6.47,,2020-12-01,"2020","12","RZ-0RS-01"
19,8.3,6.4,998,29,360.06,66.43,230.86,1.33,0.1,0.01,0.52,2.18,106.16,0.18,2.35,28.08,5.14,0.61,41,649,0.1,0.34,2.2,0.0025,0.262,1730,0.05,0.05,1.832,570,5e-04,0.1,115,116.3,480,1.1e+07,4600000,23,2,90.4,690,2.18,,2021-01-20,"2021","1","RS-01"
20,7,3.7,1050,4.1,368.14,71.74,227.91,1.95,0.1,0.01,0.52,2.52,0.48,0.12,1.61,29.94,5.14,0.86,7,663,0.1,0.48,2.13,0.0025,0.248,1590,0.05,0.05,0.203,850,5e-04,0.1,9400,126.1,380,1.1e+07,4600000,26,13.86,105.4,670,2.52,,2021-01-20,"2021","1","RS-02"
13,7.3,3.9,1147,7.8,376.73,85.81,235.76,1.24,0.11,0.01,3.1,3.21,131.88,0.33,2.33,29.27,5.14,1.44,7,741,0.1,1.7,1.29,0.0025,0.223,1840,0.05,0.05,0.23,0.116,5e-04,0.1,105,145.1,260,1100000,1100000,21,15.53,146,748,3.32,,2021-01-26,"2021","1","RS-03"
15,7.6,1.1,1422,170,547.92,95.91,262.04,0.98,0.1,0.01,21.29,23.88,121.63,5.54,28.26,88.46,5.73,3.56,7,854,0.1,24.68,1.27,0.0025,0.18,2040,0.05,0.05,0.144,0.155,5e-04,0.1,123,159,340,1.1e+07,1.1e+07,18,12.55,153,854,23.88,,2021-01-26,"2021","1","RS-04"
16,7.7,1.73,1432,27,537.82,100.98,259.69,0.99,0.32,130,25.03,27.21,119.36,1.35,14.07,126.34,5.14,3.32,7,866,0.1,1.82,0.99,0.0025,0.163,2260,0.05,0.05,0.124,0.172,5e-04,0.1,113,160.7,230,4600000,2400000,16,11.07,144,886,27.54,,2021-01-26,"2021","1","RS-05"
13,8.3,7.9,1456,5.2,519.94,107.34,264.79,1.53,4.32,1.2,20.09,23.48,117.51,0.62,22.98,58.07,5.14,3.39,7,868,0.1,0.1,1.155,0.01,0.169,1860,0.05,0.05,0.195,0.231,5e-04,0.1,194,164.1,260,4600000,2400000,10,5.77,157.2,868,29,,2021-01-27,"2021","1","RS-06"
18,8,7.41,1303,27,435.31,103.66,206.93,1.66,0.23,0.346,22.39,28.13,120.39,1.09,108.3,128.79,5.14,4.19,36,774,1,1.42,1.57,9700,0.134,6700,0.05,0.05,0.419,0.148,5e-04,0.1,128,150.3,820,1.1e+07,1.1e+07,25,9.21,126,810,28.71,,2021-01-27,"2021","1","RS-07"
19,8,6.5,1391,25,482.27,108.4,229.29,1.42,0.41,0.428,23.42,27.44,118.48,0.43,21.72,68.41,7.52,3.87,44,809,1,0.92,2.43,115,0.163,7520,0.05,0.05,0.976,0.194,5e-04,0.1,187,157.3,740,4600000,2400000,30,7.53,134.6,853,28.28,,2021-01-27,"2021","1","RS-08"
24,7.3,3.84,491,1,168.16,33.26,108.46,6.71,1.67,0.01,3.67,4.13,64.68,0.18,2.41,10.49,5.91,1.31,7,331,0.1,0.57,2.185,0.0025,0.126,1390,0.05,0.05,0.05,0.05,5e-04,0.1,4600,56.2,0.02,2100,1500,29,6.7,78,331,5.8,,2021-01-25,"2021","1","RS-RS-010"
19,7,0.03,1662,70,588.32,111.22,254.98,2.21,0.1,0.01,37.08,47.35,147.65,6.64,223,423.32,11.39,6.54,106.67,947.33,0.1,32.08,2.415,0.0025,0.163,2210,0.05,0.05,0.643,0.183,5e-04,0.1,163,172.4,0.229,1.1e+08,1.1e+08,19,25.11,138.8,1054,47.35,,2021-01-20,"2021","1","AA-0RS-01"
21,7.7,2.1,1542,95,599.43,98.44,286.56,1.5,3.03,0.485,28.18,34.15,108.86,1.41,87,149.54,11.77,5.04,55.1,887.9,1.5,1.53,1.49,132,0.172,247,2.103,0.05,0.442,0.168,5e-04,0.199,115,163.2,0.229,1.1e+07,4600000,24,23.25,142.8,943,37.67,,2021-01-26,"2021","1","AA-0RS-02"
20,8.7,5.8,994,37,365.11,65.61,232.43,1.27,0.1,0.01,0.5,2.75,106.6,0.14,3.63,22.25,5.14,0.59,55,662,0.1,0.56,6.14,2700,860,76000,0.05,0.05,2.339,620,56000,0.1,7800,113.6,210,110000,110000,13,2,131,717,2.75,,2021-02-10,"2021","2","RS-01"
16,7.5,6.4,1053,2.1,386.83,69.11,225.95,1.2,0.86,0.01,0.75,2.3,102.67,0.12,2.14,8.07,12.08,0.78,7,687,0.1,1.1,1.66,6200,930,52000,0.05,0.05,0.102,970,5e-04,0.1,5200,119.4,240,46000,24000,16,17.95,139.8,687,3.16,,2021-02-10,"2021","2","RS-02"
13,7.3,3.2,1266,5.3,589.41,89.53,249.23,1.13,0.1,0.01,1.72,3.73,135.16,0.28,1.79,26.15,9.64,1.2,7,786,0.1,1.41,2.48,172,0.116,80000,0.05,0.05,950,860,51000,0.1,6700,143.9,0.02,11000,11000,16,18.02,151.24,786,3.73,,2021-02-15,"2021","2","RS-03"
14,7.5,1.14,1551,34,412.59,99.11,226.38,1,0.1,0.01,23.02,27.26,133.41,2.85,37.2,134.99,12.08,5.5,10,885,0.1,29.61,1.845,0.0025,0.119,88000,0.05,0.05,0.106,0.158,5e-04,0.1,8800,157.7,270,1100000,1100000,15,21.57,148.25,895,27.26,,2021-02-15,"2021","2","RS-04"
15,7.6,1.1,1537,26,565.43,84.77,231.65,1,0.1,0.01,22.5,26.12,111.21,1.95,15.42,64.79,5.78,4.94,7,887,0.1,4.28,1.925,109,0.115,89000,0.05,0.05,990,0.16,5e-04,0.1,7900,158.1,230,1100000,1100000,16,20.11,138.11,894,26.12,,2021-02-15,"2021","2","RS-05"
13,7.8,7.4,1471,3.8,484.51,105.75,260.95,1.15,1.35,0.696,20.43,24.97,112.11,0.67,12.12,52.39,6.51,5.21,8,888,0.1,0.1,1.54,0.0025,0.106,1210,0.05,0.05,0.138,0.222,5e-04,0.1,9100,162.8,0.02,4600000,2400000,16,8.92,146.07,896,27.02,,2021-02-16,"2021","2","RS-06"
17,8,6.99,1312,15,423.08,87.55,196.3,1.85,0.89,0.575,21.29,26.46,126.1,0.72,26.46,69.05,9.31,4.7,30,749,0.6,0.21,1.165,159,0.1,4120,0.05,0.05,0.348,0.158,5e-04,0.1,7900,138.4,490,4.6e+07,2.4e+07,25,10.65,121.79,779,27.93,,2021-02-16,"2021","2","RS-07"
20,7.8,6.71,1326,10,411.59,89.39,203.91,1.46,0.15,0.114,20.03,24.34,126.91,0.65,16.44,49.9,7.86,3.94,29,738,0.5,0.35,1.485,3800,760,6500,0.05,0.05,0.422,0.129,5e-04,0.1,8100,138,580,1100000,1100000,30,11.83,123.38,767,24.6,,2021-02-16,"2021","2","RS-08"
20,7.5,3.86,1144,4.95,353.15,85.81,293.96,1.25,0.51,0.221,13.83,15.32,105.48,0.22,4.92,27.92,5.14,3.66,7,662,0.1,0.7,0.695,0.0025,740,1550,0.05,0.05,880,0.169,5e-04,0.1,7700,124.4,0.02,1100000,460000,18,9.65,112.04,662,16.05,,2021-02-17,"2021","2","RS-09"
23,7.3,3.58,515,1,160.19,33.52,109.38,0.9,1.78,220,0.5,0.63,61.57,0.16,1.3,5,5.14,1.37,7,333,0.1,0.1,0.84,166,680,60000,0.05,0.05,0.05,0.05,5e-04,0.1,0.0025,53,0.02,11000,11000,26,5.28,73.63,333,2.43,,2021-02-17,"2021","2","RS-RS-010"
19,7.1,0.2,1527,110,575.7,106.1,251.06,1.41,0.26,0.01,29.67,29.79,156.1,5.58,239,550.79,33.39,3.23,110.26,913.74,0.3,29.1,2.58,0.0025,860,1140,0.05,0.05,0.792,0.164,5e-04,0.115,127,159.3,0.112,1.1e+07,4600000,12,50.96,141.6,1024,30.05,,2021-02-10,"2021","2","AA-0RS-01"
21,7.6,2.1,1629,75,556.94,109.05,250.01,0.96,0.43,0.198,25.08,39.26,179.46,1.45,41.88,135.7,16.77,4.35,56,936,0.4,0.5,1.615,0.0025,0.113,1990,0.501,0.05,0.394,0.171,58000,0.1,132,170.1,0.151,4.6e+07,4.6e+07,19,24.57,126.36,992,39.89,,2021-02-15,"2021","2","AA-0RS-02"
22,8.2,5.22,1044,37,370.13,68.55,243.56,1.44,0.1,0.01,0.5,1.43,111.8,0.14,4.02,38.56,13.01,0.59,58,695,0.1,0.98,2.45,3100,0.185,99000,0.05,0.05,2.649,710,5e-04,0.1,8400,116.8,430,1100000,1100000,25,2,79.2,753,1.44,,2021-03-08,"2021","3","RS-01"
19,7,5.02,1091,1.9,387.11,71.52,239.85,1.18,0.1,0.01,0.5,1.38,105.29,0.17,1.73,33.24,5.14,0.95,7,703,0.1,1.9,0.81,188,0.175,91000,0.05,0.05,0.112,0.131,5e-04,0.1,5700,126.8,0.02,110000,46000,27,24.75,113.43,703,1.38,,2021-03-08,"2021","3","RS-02"
16,6.9,2.22,1280,1.4,413.09,93.78,258.6,1.33,0.1,0.01,1.03,2.98,144.28,0.21,3.21,36.08,5.14,1.41,7,826,0.1,3.51,0.635,129,0.1465,1020,0.05,0.05,0.101,0.135,5e-04,0.1,7200,154.1,0.02,110000,46000,25,29.12,102.29,826,2.98,,2021-03-09,"2021","3","RS-03"
19,7.1,0.85,1574,6.5,596.9,107.64,275.79,1.33,0.1,0.01,22.62,26.23,118.22,1.73,19.8,98.12,5.14,4.87,7,1017,0.1,18.56,0.845,0.0025,990,1160,0.05,0.05,0.09,0.154,5e-04,0.1,8500,169.3,230,1.1e+07,1.1e+07,24,21.02,126.76,1017,26.23,,2021-03-09,"2021","3","RS-04"
18,7.3,2.27,1580,4.8,586.91,108.39,280.28,1.69,0.1,0.01,23.3,26.69,110.92,1.6,13.92,80.04,5.14,5.15,7,909,0.1,8.64,0.645,2700,0.128,1120,0.05,0.05,860,0.207,5e-04,0.1,7400,163.6,230,1500000,930000,20,27.85,123.98,909,26.69,,2021-03-09,"2021","3","RS-05"
17,7.9,6.55,1611,2.5,556.94,108.63,280.87,1.35,1.21,1.45,21.07,24.45,107.11,0.55,10.71,65.15,5.14,6.56,11,945,0.1,0.19,0.61,139,0.126,5e-04,0.05,0.05,0.124,0.228,5e-04,0.1,125,168.8,310,1.1e+07,4600000,23,14.01,121.59,956,27.11,,2021-03-10,"2021","3","RS-06"
22,7.5,5.07,1430,12,469.53,113.86,222.47,1.78,0.11,130,25.37,30.42,127.8,0.85,49.32,128.25,14.89,8.25,24,857,0.3,0.49,0.75,102,0.128,1640,0.05,0.05,0.253,0.104,5e-04,0.1,152,158.3,620,1.1e+07,4600000,36,17.2,120.99,881,30.54,,2021-03-10,"2021","3","RS-07"
24,7.5,4.88,1354,15,452.05,105.47,204.11,1.78,0.13,0.301,22.33,27.09,109.7,0.45,17.28,71.53,6.89,5.16,25,796,0.2,0.69,1.355,125,840,2780,0.05,0.05,0.44,760,5e-04,0.1,153,146,620,2100000,1500000,39,15.01,122.98,821,27.52,,2021-03-10,"2021","3","RS-08"
22,7.3,5.42,1233,4.7,388.22,94.06,203,1.48,0.12,520,15.5,17.51,105.42,0.22,15.21,38.56,5.14,3.47,9,726,0.1,0.35,0.575,7500,550,5e-04,0.05,0.05,930,0.145,5e-04,0.1,196,134.2,240,110000,46000,29,11.8,112.27,735,17.68,,2021-03-16,"2021","3","RS-09"
26,7.7,7.81,506,2.2,162.36,33.58,110.07,0.85,0.53,180,0.5,1.55,57.44,0.1,4.15,21.19,13.25,1.23,7,345,0.1,0.23,0.75,8400,570,5e-04,0.05,0.05,630,0.05,5e-04,0.1,0.0025,53,250,11000,4600,36,3.11,69.5,345,2.1,,2021-03-16,"2021","3","RS-RS-010"
21,6.8,0,1730,80,635.36,111.51,262.12,1,0.18,160,37.42,49.31,138.55,4.57,123,479.72,25.9,5.51,113.89,997.11,0.1,8.37,1.515,4500,0.107,1450,0.05,0.05,0.745,0.177,5e-04,0.1,117,175.7,0.146,1.1e+08,4.6e+07,22,47.14,136.71,1111,49.51,,2021-03-08,"2021","3","AA-0RS-01"
25,7.1,0.82,1633,45,601.9,113.96,275.6,1.63,0.13,130,30.42,18.25,114.39,1.84,65.4,342.66,22.61,4.44,69.39,931.61,0.1,2.19,1.065,0.0025,880,8540,1.369,0.05,0.414,0.156,5e-04,0.247,132,164.2,0.328,1.1e+08,1.1e+08,28,24.57,97.11,1001,18.39,,2021-03-09,"2021","3","AA-0RS-02"
25,8.2,5.49,1105,55,368.23,79.06,236.78,1.71,0.1,0.01,1.05,2.98,118.75,0.17,3.39,64.23,5.23,0.47,75,696,0.1,0.86,6.64,0.0025,0.468,1130,0.05,0.05,3.518,930,60000,0.1,172,126.4,250,15000,15000,24,2,128.11,771,2.98,,2021-04-29,"2021","4","RS-01"
21,7.3,2.84,1190,2.3,400.3,82.31,239.89,1.28,0.1,0.01,1.4,4.15,110.14,0.15,7.2,58.79,5.14,0.68,7,731,0.1,2.45,0.835,2600,0.408,1010,0.05,0.05,0.112,0.128,58000,0.1,113,139.2,320,1100,1100,29,17.58,135.63,731,4.15,,2021-04-29,"2021","4","RS-02"
19,6.9,1.32,1394,75,447.89,111.32,263.97,1.42,0.1,0.01,1.87,3.57,150.76,0.29,12,76.64,5.14,0.93,7,875,0.1,6.66,0.815,0.0025,0.15,71000,0.05,0.05,0.108,0.138,5e-04,0.1,145,168.4,0.02,46000,46000,27,23.71,138.8,875,3.57,,2021-04-30,"2021","4","RS-03"
22,7.4,0.15,1637,60,625.25,109.59,291.94,1.65,0.1,0.01,23.29,26.8,152.22,4.88,41.64,100.41,5.14,3.85,12,957,0.1,35.52,0.66,0.0025,780,82000,0.05,0.05,0.122,0.17,5e-04,0.1,162,176.4,380,460000,460000,24,37.74,169.49,969,26.8,,2021-04-30,"2021","4","RS-04"
22,7.6,3.49,1570,6.8,570.14,110.6,283.59,1.41,0.18,0.01,0.58,24.69,147.36,0.82,16.95,80,5.14,5.11,7,909,0.1,2.47,0.525,0.0025,840,1060,0.05,0.05,0.118,0.177,5e-04,0.1,189,170.6,350,110000,110000,23,22.88,152.46,909,24.87,,2021-04-30,"2021","4","RS-05"
18,8.2,7.21,1697,32,547.09,123.28,285.34,1.48,1.82,2.007,19.63,24.87,114.73,0.31,14.49,73.56,5.14,4.23,13,974,0.1,0.1,1.465,0.0025,0.179,85000,0.05,0.05,0.242,0.205,5e-04,0.1,5900,174,280,460,460,17,14.14,152.46,987,28.7,,2021-04-21,"2021","4","RS-06"
