"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO Turbiedad","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","Materia flotante","fecha","año","mes","est"
23,7.8,4.1,1600,33,486.47,126.53,211.72,1.57,0.13,210,29.41,41.47,128.84,1.04,57.6,327.59,5.79,4.39,48,861,0.4,1.22,1.995,0.0025,0.203,1630,0.05,0.05,0.336,910,5e-04,0.1,3300,159.4,590,750000,430000,27,22.6,123.95,909,41.62,,2021-04-21,"2021","4","RS-07"
26,7.9,5.09,1538,16,483.46,127.11,217.94,1.56,0.11,790,39.08,39.37,142.71,0.72,24.54,145.32,5.14,3.88,36,848,0.2,0.92,1.625,0.0025,0.233,1850,0.05,0.05,0.413,0.14,5e-04,0.1,4100,167.1,850,21000,21000,35,18.79,123.75,884,39.56,,2021-04-21,"2021","4","RS-08"
25,7.2,6.24,1478,11,465.93,110.5,140.18,2.1,0.3,170,25.05,26.45,110.72,0.17,7.71,76.25,19.25,2.94,10,810,0.1,0.66,0.51,110,0.223,1270,0.05,0.05,0.173,0.267,5e-04,0.1,124,153.7,210,75,75,29,29.76,140.18,820,26.77,,2021-04-28,"2021","4","RS-09"
28,7.9,8.63,571,7.3,191.39,40.68,133.64,0.95,1.63,620,0.5,3.34,74.07,0.1,4.8,31.78,11.08,0.99,7,381,0.1,0.46,1.065,119,0.252,75000,0.05,0.05,750,0.05,5e-04,0.1,4300,66.7,0.02,4,3,34,2,79.79,381,5.03,,2021-04-28,"2021","4","RS-RS-010"
24,6.8,0,1766,210,611.22,128.64,277.76,1.72,0.14,0.01,35.4,42.84,132.43,10.75,250,614.06,22.7,4.64,117.14,1022.86,0.4,38.26,1.73,0.0025,0.448,3130,0.05,0.05,0.542,0.157,57000,0.1,263,181.2,0.245,6400000,6400000,20,64.82,130.28,1140,42.98,,2021-04-29,"2021","4","AA-0RS-01"
26,7.4,1.51,1634,90,608.71,116.39,307.87,1.84,0.1,0.01,29.67,35.99,123.2,1.32,161.7,337.85,5.14,4.94,98,932,6,2.29,1.57,135,560,5760,0.311,0.05,0.744,0.163,5e-04,0.1,236,166.8,0.123,1100000,1100000,30,24.09,138.8,1030,35.99,,2021-04-30,"2021","4","AA-0RS-02"
25,8.1,5.74,1097,50,354.71,79.63,239.5,1.54,0.1,0.01,1.23,3.92,114.8,0.22,7.35,66.82,8.14,0.54,77,702,0.1,0.15,5.98,0.0025,0.488,1070,0.05,0.05,3.652,880,55000,0.1,164,127.4,0.04,110000,110000,24,2,129.29,779,3.92,,2021-04-29,"2021","4","RZ-0RS-01"
25,7.9,6.05,1106,50,369.89,75.3,230.03,1.49,0.1,190,1.46,3.03,128.55,0.1,3.54,57.61,5.14,0.49,94,736,0.1,0.38,4.56,143,0.213,1190,0.05,0.05,3.498,780,5e-04,0.1,164,127,320,4600,4600,27,2,119.39,830,3.05,,2021-05-27,"2021","5","RS-01"
22,6.6,1.64,1205,5.1,401.29,86.61,228.28,1.18,0.1,0.01,1.11,3.49,125.73,0.1,3.57,65.36,5.14,0.83,11,772,0.1,5.31,1.81,4300,0.221,1030,0.05,0.05,0.191,0.118,5e-04,0.1,101,138.4,0.02,11000,11000,31,19.74,130.68,783,3.49,,2021-05-27,"2021","5","RS-02"
20,6.8,1.79,1465,3.5,472.58,122.8,261.25,0.96,0.14,0.01,0.93,3.84,1575.35,0.16,31.5,155.42,16,1.1,7,950,0.1,13.56,0.515,2600,0.222,2780,0.05,0.05,920,0.162,5e-04,0.1,113,177.6,210,460,460,29,15.79,162.36,957,3.98,,2021-05-13,"2021","5","RS-03"
23,6.9,0.12,1667,55,614.15,115.38,281.26,0.96,0.1,0.01,28.36,31.57,121,2.19,64.2,178.22,13.7,3.36,14,991,0.1,15.76,0.595,0.0025,0.173,2870,0.05,0.05,0.122,0.178,5e-04,0.1,131,172.8,270,110000,110000,27,14.1,154.84,1005,31.57,,2021-05-13,"2021","5","RS-04"
24,7.4,3.4,1643,8.2,593.21,110.55,285.73,1,0.16,0.01,28.01,32.21,125.22,0.7,14.64,125.78,26.1,3.74,14,967,0.1,1.89,0.645,0.0025,0.141,3180,0.05,0.05,0.126,0.172,5e-04,0.1,147,168.8,450,110000,110000,26,13.07,149.89,981,32.38,,2021-05-13,"2021","5","RS-05"
23,8,6.7,1630,4.45,560.31,116.96,290.97,0.91,7.76,2.89,23.35,25.74,114,0.37,12.36,104.66,19.59,4.25,15,959,0.1,0.1,0.565,0.0025,0.166,2270,0.05,0.05,0.152,0.225,5e-04,0.1,128,173.3,0.02,75000,75000,27,9.87,146.12,974,36.39,,2021-05-14,"2021","5","RS-06"
26,7.4,3.04,1580,31,490.52,126.15,227.26,1.36,0.15,0.01,28.77,37.27,137.2,0.96,35.58,281.69,19.81,4.02,46,934,0.6,1.45,0.77,0.0025,0.161,236,0.05,0.05,0.358,0.143,5e-04,0.1,147,170.2,710,1.1e+08,1.1e+08,31,23.5,138.8,980,37.43,,2021-05-14,"2021","5","RS-07"
28,7.5,4.97,1603,32,485.04,129.69,235.03,1.4,0.13,280,0.87,36.81,149.34,1.67,61.2,216.99,9.09,4.52,62,919,0.9,0.68,1.175,0.0025,0.169,223,0.05,0.05,0.524,0.143,5e-04,0.1,144,173,690,1.1e+08,1.1e+08,34,19.55,148.5,981,36.97,,2021-05-14,"2021","5","RS-08"
25,7.6,5.02,1501,10,487.53,114.19,244.98,1.42,0.52,270,23.53,18.4,114.48,0.16,8.13,136.84,5.14,3.47,17,834,0.1,0.42,0.3925,0.0025,0.219,2620,0.05,0.05,0.126,0.245,5e-04,0.1,109,161.8,0.02,1100,1100,27,35.72,155.43,851,18.95,,2021-05-17,"2021","5","RS-09"
28,8.1,6.33,766,5.6,218.29,52.57,149.67,0.88,3.61,0.573,1.98,2.8,74.35,0.1,12.24,45.42,5.14,1.34,10,459,0.1,0.1,0.505,0.0025,0.177,1580,0.05,0.05,690,520,5e-04,0.1,5600,82.6,0.02,2100,2100,37,11,93.65,469,6.98,,2021-05-17,"2021","5","RS-RS-010"
24,6.6,0.01,1617,75,613.65,109.38,240.32,1.3,0.16,410,41.06,46.59,126.77,0.1,275,492.91,14.1,4.73,111.63,945.37,0.1,34.63,1.85,7100,0.153,1300,0.05,0.05,1.59,0.424,5e-04,0.1,173,164.8,0.102,1.1e+07,1.1e+07,23,59.69,121.18,1057,46.79,,2021-05-27,"2021","5","AA-0RS-01"
27,7.2,0.02,1665,80,595.21,117.73,277.76,0.69,0.1,0.01,35.18,50.61,144.98,1.33,103.2,420.23,24.63,3.23,112.5,969.5,1.7,3.9,1.22,0.0025,0.161,4060,0.05,0.05,0.995,0.169,54000,0.1,202,170.7,0.166,1100000,1100000,30,19.08,159.39,1082,50.61,,2021-05-13,"2021","5","AA-0RS-02"
25,7.8,4.5,1111,45,371.38,76.71,228.87,1.18,0.1,240,2.62,3.84,128.77,0.1,4.74,67.27,5.14,0.56,85,707,0.1,0.52,3.26,130,0.192,1130,0.05,0.05,2.288,580,5e-04,0.1,144,128.9,220,240000,240000,26,2,119.59,792,3.86,,2021-05-27,"2021","5","RZ-0RS-01"
25,8.3,3.6,1031,37,417.06,72.7,206.93,0.97,0.1,0.01,6.7,13.98,82.72,0.59,31.8,152.28,12.63,1.65,70,728,2,2.59,1.785,0.0025,0.143,1600,0.05,0.05,1.37,0.133,5e-04,0.1,106,141.5,390,460000,460000,25,25.06,115.04,798,13.98,,2021-06-07,"2021","6","RS-01"
23,7.5,1.7,1047,2.4,389.26,84.16,218.97,1.14,0.1,0.01,2.27,3.38,109,0.19,4.41,66.82,7.23,0.93,7,743,0.1,6.66,0.316,0.0025,0.165,1410,0.05,0.05,820,0.106,5e-04,0.1,8200,132.5,260,460000,460000,28,21.6,130.28,743,3.38,,2021-06-07,"2021","6","RS-02"
19,7.2,2.83,1592,25,512.46,148.05,273.71,1.45,0.1,0.01,2.33,5.12,180,0.23,7.74,98.71,5.14,1.39,8,1056,0.1,11.05,2.38,5500,0.233,95000,0.05,0.05,950,0.183,5e-04,0.1,117,193.1,0.02,1500,930,24,27.45,166.32,1064,5.12,,2021-06-01,"2021","6","RS-03"
23,7.6,0.39,1713,65,671.48,133.43,286.71,0.92,0.11,0.01,35.47,37.62,146.11,2.16,57,161.98,5.14,3.7,18,992,0.1,22.25,0.95,199,0.145,1160,0.05,0.05,0.181,0.211,5e-04,0.1,146,175.5,250,460000,460000,25,32.15,151.47,1010,37.73,,2021-06-01,"2021","6","RS-04"
23,8.1,6.3,1677,13,597.7,122.59,288.46,1.24,0.1,0.01,27.37,30.69,144.74,0.74,15.96,142.57,5.14,4.3,17,1007,0.1,3.84,2.49,5800,0.139,1010,0.05,0.05,0.149,0.254,5e-04,0.1,133,178.7,320,460000,460000,25,21.34,162.95,1024,30.79,,2021-06-01,"2021","6","RS-05"
23,8.1,5.24,1649,16,529.91,123.43,287.3,1.17,5.06,4.365,22.6,25.74,133.56,1.05,43.92,110.56,5.14,4.36,24,999,0.3,0.1,0.81,0.0025,760,2090,0.05,0.05,0.281,0.24,5e-04,0.1,152,175.4,470,460000,460000,24,12.22,144.54,1023,35.17,,2021-06-03,"2021","6","RS-06"
22,7.4,5.6,664,45,176.42,52.76,108.71,0.59,0.7,0.568,12.05,18.34,88.49,1.02,55.32,108.59,12.9,1.67,71,380,1,0.1,1.525,0.0025,580,8420,0.05,0.05,1.058,0.117,5e-04,0.1,117,66.7,0.105,1100000,1100000,32,13.91,66.92,451,19.61,,2021-06-03,"2021","6","RS-07"
25,7.4,3.3,857,130,256.73,65.96,149.47,0.8,0.12,130,16.25,27.84,97.96,1.84,124.2,334.71,15.48,2.98,253,486,4,0.1,5.64,0.0025,0.09,365,690,0.05,3.202,0.231,5e-04,0.1,226,89.2,0.262,1100000,1100000,30,16.92,75.24,739,27.97,,2021-06-03,"2021","6","RS-08"
26,7.8,5.51,1534,6.65,468.59,114.1,233.53,1.45,0.12,830,26.56,27.37,116.91,0.19,7.89,76.14,5.14,3.24,9,819,0.1,0.62,0.59,0.0025,0.13,1150,0.05,0.05,0.153,0.166,5e-04,0.1,0.01,155.1,230,460,460,31,22.18,143.55,828,27.57,,2021-06-02,"2021","6","RS-09"
28,8,6.55,879,6.6,254.23,63.93,163.25,0.97,1.37,1.24,1.46,4.02,83.66,0.1,9.77,54.8,5.14,1.54,19,545,0.1,0.1,0.62,0.0025,0.126,55000,0.05,0.05,0.172,0.05,5e-04,0.1,6800,94.8,0.02,240,240,35,7.43,102.96,564,6.63,,2021-06-02,"2021","6","RS-RS-010"
22,7.5,2.4,776,100,290.95,59.36,182.86,0.86,0.1,0.01,7.45,11.94,93.46,0.64,20.28,178.51,13.89,1.34,166.67,546.33,1,1.98,4.43,0.0025,0.14,2060,0.05,0.05,2.812,0.26,5e-04,0.1,195,90.8,0.189,4600000,4600000,24,19.26,116.03,713,11.94,,2021-06-07,"2021","6","AA-0RS-01"
26,7.6,0.42,1679,110,624.12,137.48,286.13,0.93,0.11,0.01,40.88,48.45,120.52,1.97,127,263.74,21.85,4.8,189.74,934.26,3,11.89,3.54,4900,0.194,1380,0.05,0.05,1.335,0.223,5e-04,0.1,181,166.1,0.169,1100000,1100000,28,23.78,131.67,1124,48.56,,2021-06-01,"2021","6","AA-0RS-02"
25,7.6,1.25,1012,60,374.36,79.11,223.63,1.22,0.1,0.01,0.58,3.44,122.22,0.21,4.17,75.13,7.65,0.53,91,743,0.1,1.98,3.87,0.0025,0.172,1850,0.05,0.05,3.514,0.1,5e-04,0.1,136,134.1,270,460000,460000,25,7.67,131.67,834,3.44,,2021-06-07,"2021","6","RZ-0RS-01"
23,7.3,4.98,567,160,194.53,38,129.34,0.62,0.25,0.01,2.04,3.44,62.48,0.26,6.27,55.81,6.14,1.15,87,408,0.1,0.1,2.86,0.0025,0.21,5e-04,0.05,0.05,6.126,0.295,5e-04,0.1,120,50.5,0.02,460000,460000,23,17.11,79.99,495,3.69,,2021-07-07,"2021","7","RS-01"
23,7.3,3.49,992,3.25,343.92,89.72,174.53,1.38,0.1,0.01,2.45,3.32,41.99,0.26,4.65,52.05,155.14,1.59,7,622,0.1,5.31,0.171,198,0.244,54000,0.05,0.05,0.133,0.14,5e-04,0.1,120,105.8,0.02,110000,46000,27,24.12,101.97,622,3.32,,2021-07-07,"2021","7","RS-02"
20,7.3,0.8,1697,110,513.89,185.39,229.99,1.16,0.14,0.01,2.97,5.47,230.05,0.3,22.44,139.26,9.28,1.9,8,1074,0.1,29.45,0.201,150,0.212,90000,0.05,0.05,0.17,0.201,5e-04,0.1,163,192.9,0.02,4600,4600,24,34.22,134.24,1082,5.61,,2021-07-08,"2021","7","RS-03"
24,7.6,1.55,1225,80,451.77,81.99,225.33,0.91,0.1,0.01,17.24,19.1,126.41,0.92,78.6,183.39,15.36,2.76,51,721,0.4,18.91,1.52,151,0.129,89000,0.05,0.05,0.573,0.262,5e-04,0.1,158,120.2,310,1.1e+07,4600000,23,16.64,108.9,772,19.1,,2021-07-08,"2021","7","RS-04"
24,7.5,0.97,1184,17,422.45,79.96,218.16,0.84,0.1,0.01,15.2,20.21,106.31,1.45,15.78,124.6,8.65,3.57,30,692,0.2,2.36,0.605,131,990,74000,0.05,0.05,0.419,0.263,5e-04,0.1,142,114.2,0.02,1.1e+07,1.1e+07,22,20.38,110.88,722,20.31,,2021-07-08,"2021","7","RS-05"
23,7.8,6.69,1031,10.5,342.93,71.48,195.08,0.85,2.76,2.83,9.49,11.71,111.57,0.36,11.58,81.75,5.14,2.82,20,632,0.2,0.1,0.66,5700,0.207,74000,0.05,0.05,0.466,0.272,5e-04,0.1,149,101.8,690,110000,110000,23,11.97,100.19,652,17.3,,2021-07-07,"2021","7","RS-06"
25,7.7,6.12,996,55,303.17,73.74,160.18,1.72,1.22,0.443,7.75,10.48,114.41,0.58,16.74,83.94,10.22,2.19,91,634,1,0.1,3.08,0.0025,0.236,2120,0.05,0.05,5.326,0.18,5e-04,0.1,151,113.2,0.02,1100000,1100000,28,14.77,92.66,725,12.14,,2021-07-07,"2021","7","RS-07"
27,7.7,5.6,970,100,307.64,73.46,164.83,1.6,1.67,1.7,8.97,11.41,97.99,0.24,10.26,77.82,9.1,2.28,100,583,4,0.1,3.91,160,0.106,2460,0.05,0.05,3.579,0.164,5e-04,0.1,162,100.2,0.02,46000,46000,37,14.59,93.46,683,14.78,,2021-07-07,"2021","7","RS-08"
27,7.2,7.31,948,4.9,286.98,67.33,151.64,1.93,0.17,970,12.81,18.23,97.72,0.15,4.05,25.88,7.22,1.8,7,529,0.1,0.17,0.209,130,0.182,76000,0.05,0.05,0.21,0.197,5e-04,0.1,125,95.7,0.02,4600,4600,25,14.96,94.64,529,18.5,,2021-07-06,"2021","7","RS-09"
33,8.3,7.61,993,29,300.28,82.75,189.65,1.96,17.17,2.09,3.26,8.21,112.15,0.12,26.52,115.95,7.78,1.41,19,668,0.1,0.1,0.177,175,0.206,63000,0.05,0.05,0.09,0.05,5e-04,0.1,137,115.9,0.02,9,9,32,2,122.56,687,22.47,,2021-07-06,"2021","7","RS-RS-010"
25,7,1.63,1295,55,351.38,80.43,222.04,1.31,0.14,270,22.19,28.25,223,1.37,210,412.53,8,2.35,81,807,0.1,20.03,1.62,5200,0.2,86000,0.05,0.05,0.569,0.286,5e-04,0.1,172,125.4,310,1.1e+07,1.1e+07,21,59.28,126.32,888,28.42,,2021-07-07,"2021","7","AA-0RS-01"
25,7.4,0.59,1220,45,457.24,77.51,227.08,0.92,0.1,0.01,18.4,49.97,120.37,0.89,67.8,205.17,19.7,3.02,58,782,0.9,4.13,1.07,143,0.114,89000,0.05,0.05,0.586,0.246,5e-04,0.1,9800,113.8,380,1100000,1100000,24,14.96,114.84,782,49.97,,2021-07-08,"2021","7","AA-0RS-02"
24,7.3,0.24,684,42,262.91,37.48,133.03,1.99,0.1,0.01,5.42,7.4,53.28,0.63,39.6,111.35,5.14,1.5,57,419,0.2,1.47,1.425,150,0.201,5e-04,0.05,0.05,2.247,0.309,5e-04,0.1,111,71.7,0.02,1100000,1100000,23,11.97,84.94,476,7.4,,2021-07-07,"2021","7","RZ-0RS-01"
22,7.1,4.24,509,45,162.33,32.11,112.25,0.42,0.1,0.01,2.97,6.05,72.28,0.17,3.39,45.01,9.05,1.26,36,369,0.1,1.44,2.8,168,0.203,1170,0.05,0.316,2.45,0.222,5e-04,0.1,120,45.1,0.02,460000,460000,24,17.95,71.64,405,6.15,,2021-08-18,"2021","8","RS-02"
21,7.1,0.33,823,11,257.7,65.23,146.03,0.56,0.1,0.01,3.43,6.17,92.25,0.23,6.3,65.63,5.14,1.95,7,549,0.1,8.76,0.66,3400,0.176,1120,0.05,0.05,0.213,0.19,5e-04,0.1,107,93.3,0.02,460000,460000,25,24.5,97.11,549,6.27,,2021-08-18,"2021","8","RS-03"
23,7.4,2.02,735,16,156.71,46.37,150.8,0.6,0.1,0.01,10.39,11.08,68.77,1.46,13.11,86.9,11.57,2.32,23,467,0.1,3.81,1.185,3700,0.151,1280,0.05,0.05,0.477,0.248,5e-04,0.1,9700,68.7,290,4.6e+07,4.6e+07,26,21.69,90.35,490,11.08,,2021-08-18,"2021","8","RS-04"
24,7.6,0.95,839,12,283.57,58.91,153.98,0.61,0.14,0.161,15.31,19.53,97.21,0.47,8.06,74.98,7.29,2.37,18,530,0.1,0.47,1.085,3800,0.132,1330,0.05,0.05,0.463,0.253,5e-04,0.1,107,75,0.04,4600000,4600000,22,21.32,93.13,548,19.83,,2021-08-18,"2021","8","RS-05"
26,8,6.44,737,31,225.76,52.26,143.05,0.57,1.94,1.322,9.71,11.88,93.65,0.24,8.11,81.37,5.14,2.34,44,507,0.2,0.1,2.92,0.0025,0.126,4100,0.05,0.05,1.577,0.206,5e-04,0.1,129,68.1,410,4600000,4600000,29,13,86.76,551,15.14,,2021-08-18,"2021","8","RS-06"
26,7.6,5.95,500,70,151.69,37.95,102.72,0.75,0.92,0.368,5.25,7.65,49.27,0.58,19.92,101.02,8.98,1.94,135,353,0.5,0.79,5.72,0.0025,0.121,126.4,0.05,0.05,3.083,0.17,5e-04,0.1,124,45.2,730,4.6e+07,2.4e+07,31,12.06,71.64,488,8.94,,2021-08-18,"2021","8","RS-07"
26,7.7,3.85,373,75,118,25.51,93.38,0.68,2.34,0.422,1.54,3.71,38.63,0.16,8.16,75.24,5.31,1.78,147,292,0.4,0.1,6.26,0.0025,0.128,2510,0.05,0.05,3.646,0.193,5e-04,0.1,106,31.7,470,4.6e+07,4.6e+07,28,11.31,55.72,439,6.47,,2021-08-18,"2021","8","RS-08"
25,7.2,6.47,353,65,118.99,16.99,87.22,0.62,3.1,0.234,1.2,3.37,10.28,0.1,1.64,36.95,7.07,1,38,282,0.1,0.69,4.63,0.0025,0.138,1070,0.05,0.05,2.634,760,5e-04,0.1,3500,28.6,0.02,4600,4600,37,8.32,65.47,320,6.7,,2021-08-24,"2021","8","RS-09"
25,9.4,7.67,582,9.75,182.82,43.17,119.21,0.82,3.16,0.144,1.14,3.31,50.43,0.1,9.56,69.07,5.14,1.1,16,365,0.1,0.61,0.915,213,0.12,1020,0.05,0.05,0.181,0.05,5e-04,0.1,3700,64.2,0.02,150,93,32,2,80.2,381,6.61,,2021-08-24,"2021","8","RS-RS-010"
23,7.3,1.01,1052,45,333.32,68.87,214.57,0.78,0.1,0.01,11.94,22.33,119.43,8.14,83.4,158.29,19.97,3.46,50,652,0.1,3.69,2.67,7000,0.164,1460,0.05,0.05,0.864,0.32,5e-04,0.1,3100,98.2,540,1.1e+09,1.1e+09,21,27.68,117.01,702,22.33,,2021-08-18,"2021","8","AA-0RS-01"
25,8.2,1.36,750,38,261.19,45.61,184.77,0.63,0.16,0.193,9.82,12.22,74.12,1.11,21.36,113.43,13.37,1.99,65,470,0.5,2.45,1.03,3900,0.157,2000,0.05,0.05,0.6,0.251,5e-04,0.1,104,67.2,630,1.1e+07,1.1e+07,28,16.18,100.5,535,12.57,,2021-08-18,"2021","8","AA-0RS-02"
21,7.2,3.17,333,550,89.83,13.83,75.5,0.51,0.93,0.251,1.71,3.88,10,0.14,4.77,65.15,8.37,0.76,312.5,450.5,0.1,0.1,19.9,3100,0.261,1290,0.05,0.05,24.505,0.374,5e-04,0.1,294,12.8,610,110000,46000,24,15.05,48.95,763,5.06,,2021-08-18,"2021","8","RZ-0RS-01"
22,6.9,4.8,447,90,145.73,27.47,115.31,0.39,0.34,0.335,3.37,4.17,42.67,0.1,5.64,67.56,5.14,1.32,72.88,360.12,0.1,1.66,10.2,9700,0.128,5e-04,0.05,0.05,4.277,0.264,5e-04,0.1,118,35,330,240000,240000,25,17.86,67.82,433,4.85,,2021-09-06,"2021","9","RS-01"
21,6.9,5.3,374,110,131.67,22.21,92.64,0.37,0.38,290,2.11,3.6,30.81,0.1,3.32,56.07,5.14,1.08,78.67,328.33,0.1,0.47,12.15,7400,0.126,5e-04,0.05,840,4.941,0.215,5e-04,0.1,8800,30,250,210000,210000,26,17.67,57.43,407,4.01,,2021-09-06,"2021","9","RS-02"
20,7.2,3.8,323,150,105.24,18.86,83.65,0.43,0.52,0.149,1.14,2.68,10,0.1,2.73,61.93,5.14,1.04,120.27,305.73,0.1,0.1,31.5,0.0025,0.123,5e-04,0.05,0.05,6.615,910,5e-04,0.1,8600,27.3,330,46000,46000,26,9.76,47.04,426,3.35,,2021-09-07,"2021","9","RS-03"
21,7.5,6.35,370,180,123.95,19.62,90.88,54.88,0.91,0.14,2.11,4.63,28.9,0.21,10.92,113.16,5.14,1.62,276,272,1.5,0.1,33.5,9200,0.132,5e-04,0.05,0.05,7.981,0.166,5e-04,0.1,143,30.1,0.116,1.5e+07,1.5e+07,22,14.04,54.88,548,5.68,,2021-09-07,"2021","9","RS-04"
20,7.6,7.15,475,150,146.72,27.18,107.49,0.37,0.77,0.15,5.31,9.54,22.52,0.24,15.72,140.39,5.14,1.92,290,252,2,0.59,9,0.01,0.128,5e-04,0.05,0.05,6.468,0.23,5e-04,0.1,180,37,0.131,4600000,4600000,23,12.65,64.09,542,10.46,,2021-09-07,"2021","9","RS-05"
22,7.5,5.93,831,9.25,264.97,55.59,170.62,0.76,6.77,0.787,6.17,8.59,16.15,0.19,6.14,51.01,5.14,2.77,14,513,0.1,0.1,0.925,2600,0.11,5e-04,0.05,0.05,0.47,0.166,5e-04,0.1,102,86.6,0.02,240000,240000,22,8,106.82,527,16.15,,2021-09-30,"2021","9","RS-06"
24,7.3,6.86,436,82.5,143.15,23.19,93.62,1.51,0.55,0.121,2.19,3.46,46.37,0.14,4.85,52.89,5.14,1.99,350,108,0.1,0.1,7.28,9900,0.137,5e-04,0.05,0.05,4.548,0.163,5e-04,0.1,105,40.1,250,93000,43000,27,6.14,72.91,458,4.13,,2021-09-30,"2021","9","RS-07"
25,7,6.09,568,65,169.78,38.14,108.47,0.94,0.76,0.24,3.4,7.67,55.92,0.17,14.85,89.21,5.14,1.57,150,366,1,0.1,4.05,3800,0.131,3870,0.05,0.05,2.891,0.16,5e-04,0.1,136,57.9,530,1.5e+07,1.5e+07,32,8.18,79.97,516,8.67,,2021-09-30,"2021","9","RS-08"
24,7.2,8.94,344,130,113.16,18.33,93.22,0.61,2.12,0.292,1.43,3.31,10.52,0.1,8.35,47.37,5.14,1.09,180,255,0.1,0.1,10.55,0.0025,0.105,5e-04,0.05,0.05,6.712,0.136,5e-04,0.1,9500,28.1,350,46000,24000,26,8.37,62.13,435,5.72,,2021-09-06,"2021","9","RS-09"
29,9.3,8.41,551,6.1,173.74,39.63,111.79,0.72,0.76,0.126,0.8,2,54.56,0.1,5.88,58,5.14,0.83,12,340,0.1,0.31,0.69,181,670,5e-04,0.05,0.05,0.108,0.05,5e-04,0.1,9300,58.2,0.02,75,23,26,2,74.28,352,2.89,,2021-09-06,"2021","9","RS-RS-010"
21,7,2.7,374,110,128.2,19.38,105.15,0.41,0.11,0.171,3.08,6.63,41.92,0.26,22.08,116.17,5.14,1.61,282.86,256.14,0.7,1.32,9.2,5100,820,5e-04,0.05,0.05,4.121,0.274,5e-04,0.1,150,28.5,0.154,4.6e+07,2.4e+07,20,15.62,72.32,539,6.91,,2021-09-06,"2021","9","AA-0RS-01"
21,7.3,2.3,510,37,168.1,26.51,117.46,0.46,0.35,810,4.05,6.74,58.03,0.42,15.15,80.67,5.14,1.5,49,309,0.2,1.81,2.51,4400,790,5e-04,0.05,0.05,1.221,0.222,5e-04,0.1,132,39.8,450,9300000,9300000,27,13.86,82.71,358,7.17,,2021-09-07,"2021","9","AA-0RS-02"
21,6.8,3.4,211,500,92.07,9.09,77.98,0.37,5.89,0.214,1.43,3.66,10,0.1,5.58,81.31,5.14,1.19,464,265,0.3,0.82,25.5,0.0025,0.146,5e-04,0.05,0.05,20.94,0.339,5e-04,0.1,126,10,580,46000,46000,23,17.11,36.26,729,9.76,,2021-09-06,"2021","9","RZ-0RS-01"
21,7.4,4.1,205,550,100.39,14.27,59.19,0.76,1.37,0.113,1.33,3.11,11.17,0.1,4.41,69.36,5.14,0.77,530.23,241.77,0.1,0.1,43,2900,0.205,5e-04,0.05,0.05,25.522,0.388,5e-04,0.1,199,10,410,46000,46000,22,18.51,39.6,772,4.59,,2021-10-05,"2021","10","RS-01"
21,7.3,5.13,429,28,160.68,31.58,92.82,0.62,0.15,0.211,2.13,2.83,11.38,0.1,3.03,33.96,5.14,0.94,21.74,288.26,0.1,0.41,1.89,0.0025,0.164,5e-04,0.05,0.05,1.554,0.23,5e-04,0.1,5500,34.4,0.02,460000,460000,24,18.13,62.45,310,3.19,,2021-10-05,"2021","10","RS-02"
20,7.3,2.4,536,26,186.16,40.16,106.2,0.52,0.1,0.01,2.02,4.33,54.17,0.11,4.32,21.11,5.14,1.5,40,335,0.4,1.63,1.02,2800,0.134,58000,0.05,0.05,1.192,0.217,5e-04,0.166,9000,59.5,0.02,46000,24000,24,12.9,70.13,375,4.33,,2021-10-19,"2021","10","RS-03"
22,7.9,2.5,1099,22,394.81,70.68,218.1,0.66,0.1,0.01,13.96,16.32,95.16,0.96,26.1,75.4,6.61,2.85,11,671,0.1,1.76,0.755,136,0.128,96000,0.05,0.05,0.218,0.302,5e-04,0.1,151,114.7,410,2400000,2400000,22,21.72,134.94,682,16.32,,2021-10-19,"2021","10","RS-04"
22,7.8,1.85,1207,7.4,433.69,83.02,236.97,0.97,0.1,0.01,17.36,21.8,100.81,0.91,12.42,49.64,5.14,4.09,13,713,0.1,1.43,0.444,167,0.122,1030,0.05,0.05,0.31,0.379,5e-04,0.1,162,124.9,210,1500000,1500000,25,14.77,140.46,726,21.8,,2021-10-19,"2021","10","RS-05"
21,8.2,6.75,586,100,185.03,44.98,106.79,0.65,2.57,0.188,6.34,11.13,10,0.2,17.13,115.79,5.14,1.89,260.42,331.58,1.2,0.1,8.02,2800,0.165,5e-04,0.05,0.05,6.424,0.496,5e-04,0.1,154,54.3,570,150000,150000,20,16.09,73.48,592,13.89,,2021-10-05,"2021","10","RS-06"
